都道府県,Prefecture,センター名,Center Name,"Phone number
電話番号","Supported Languages
対応言語","Open Hours
対応時間","Postal code
郵便番号","Address
住所","Homepage
ホームページ","Comments
コメント"
千葉県,Chiba,印旛健康福祉センター,Inba Kenkou Fukushi Senta-,043-483-1466,Japanese,Weekdays 9:00-17:00,260-8727,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,印旛健康福祉センター,Inba Kenkou Fukushi Senta-,0476-26-7231,Japanese,Weekdays 9:00-17:00,260-8728,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,香取健康福祉センター,Katori Kenkou Fukushi Senta-,0478-52-9161,Japanese,Weekdays 9:00-17:00,260-8729,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,海匝健康福祉センター,Kaisou Kenkou Fukushi Senta-,0479-22-0206,Japanese,Weekdays 9:00-17:00,260-8730,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,海匝健康福祉センター,Kaisou Kenkou Fukushi Senta-,0479-72-1281,Japanese,Weekdays 9:00-17:00,260-8731,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,山武健康福祉センター,Sanbu Kenkou Fukushi Senta-,0475-54-0611,Japanese,Weekdays 9:00-17:00,260-8732,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,長生健康福祉センター,Chousei Kenkou Fukushi Senta-,0475-22-5167,Japanese,Weekdays 9:00-17:00,260-8733,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,夷隅健康福祉センター,Isumi Kenkou Fukushi Senta-,0470-73-0145,Japanese,Weekdays 9:00-17:00,260-8734,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,安房健康福祉センター,Awa Kenkou Fukushi Senta-,0470-22-4511,Japanese,Weekdays 9:00-17:00,260-8735,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,安房健康福祉センター,Awa Kenkou Fukushi Senta-,04-7092-4511,Japanese,Weekdays 9:00-17:00,260-8736,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,君津健康福祉センター,Kimitsu Kenkou Fukushi Senta-,0438-22-3745,Japanese,Weekdays 9:00-17:00,260-8737,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,市原健康福祉センター,Ichihara Kenkou Fukushi Senta-,0436-21-6391,Japanese,Weekdays 9:00-17:00,260-8738,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,船橋市(新型コロナウイルス感染症相談センター),Funabashi Shi (Shingata Korona Uirusu Kansen Shou Soudan Senta- ),047-409-3127,Japanese,Every day 8:00-20:00,260-8739,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
千葉県,Chiba,柏市(帰国者・接触者相談センター),Kashiwa Shi (Kikoku Sha ・Sesshoku Sha Soudan Senta- ),04-7167-6777,Japanese,Weekdays 9:00-17:00,260-8740,千葉市中央区千葉港2番1号,https://www.pref.chiba.lg.jp/kenfuku/kansenshou/corona-soudancenter.html,
神奈川県,Kanagawa,横浜市感染症帰国者・接触者相談センター,Yokohama Shi Kansen Shou Kikoku Sha ・Sesshoku Sha Soudan Senta-,045-664-7761,Japanese,Every day 9:00-21:00,231-0017,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,平塚保健福祉事務所,Hiratsuka Hoken Fukushi Jimusho,0463(32)0130,Japanese,Weekdays 8:30-17:15,231-0018,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,秦野センター,Hadano Senta-,0463(82)1428,Japanese,Weekdays 8:30-17:15,231-0019,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,鎌倉保健福祉事務所,Kamakura Hoken Fukushi Jimusho,0467(24)3900,Japanese,Weekdays 8:30-17:15,231-0020,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,三崎センター,Misaki Senta-,046(882)6811,Japanese,Weekdays 8:30-17:15,231-0021,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,小田原保健福祉事務所,Odawara Hoken Fukushi Jimusho,0465(32)8000,Japanese,Weekdays 8:30-17:15,231-0022,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,足柄上センター,Ashigarakami Senta-,0465(83)5111,Japanese,Weekdays 8:30-17:15,231-0023,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,厚木保健福祉事務所,Atsugi Hoken Fukushi Jimusho,046(224)1111,Japanese,Weekdays 8:30-17:15,231-0024,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,大和センター,Yamato Senta-,046(261)2948,Japanese,Weekdays 8:30-17:15,231-0025,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,川崎区,Kawasaki Ku,044-201-3189,Japanese,Weekdays 8:30-17:15,231-0026,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,幸区,Saiwai Ku,044-556-6715,Japanese,Weekdays 8:30-17:15,231-0027,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,中原区,Nakahara Ku,044-744-3104,Japanese,Weekdays 8:30-17:15,231-0028,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,高津区,Takatsu Ku,044-861-3341,Japanese,Weekdays 8:30-17:15,231-0029,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,宮前区,Miyamae Ku,044-856-3217,Japanese,Weekdays 8:30-17:15,231-0030,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,多摩区,Tama Ku,044-935-3217,Japanese,Weekdays 8:30-17:15,231-0031,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,麻生区,Asou Ku,044-965-5218,Japanese,Weekdays 8:30-17:15,231-0032,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,相模原市,Sagamihara Shi,042-769-9237,Japanese,Every day 24 hours,231-0033,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,横須賀市,Yokosuka Shi,046-822-4308,Japanese,"Weekdays 8:30-20:00
Weekends, Holidays 9:00-17:00",231-0034,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,藤沢市,Fujisawa Shi,0466-50-8200,Japanese,Every day 9:00-21:00,231-0035,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,茅ヶ崎市,Chigasaki Shi,0467-55-5395,Japanese,Every day 9:00-21:00,231-0036,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,茅ヶ崎市,Chigasaki Shi,0467-55-5368,Japanese,Every day 9:00-21:00,231-0037,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
神奈川県,Kanagawa,神奈川県庁,Kanagawa Kenchou,045-285-1015,Japanese,"Weekdays 17:15-8:30
Weekends, Holidays 24 hours",231-0038,横浜市中区港町1丁目1番地,https://www.pref.kanagawa.jp/docs/ga4/bukanshi/support.html,
新潟県,Niigata,新潟市保健所,Niigata Shi Hokenjo,025-212-8194,Japanese,"Weekdays 8:30-17:15
Weekends, Holidays 9:00-17:00",950-0914,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,新潟市保健所,Niigata Shi Hokenjo,025-285-5511,Japanese,Emergencies only after hours,950-0915,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,村上保健所,Murakami Hokenjo,0254-53-8368,Japanese,"Weekdays 8:30-17:15
Weekends, Holidays 9:00-17:00",950-0916,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,村上保健所,Murakami Hokenjo,0254-52-7923,Japanese,Emergencies only after hours,950-0917,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,新発田保健所,Shibata Hokenjo,0254-26-9651,Japanese,"Weekdays 8:30-17:15
Weekends, Holidays 9:00-17:00",950-0918,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,新発田保健所,Shibata Hokenjo,0254-26-9651,Japanese,Emergencies only after hours,950-0919,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,新津保健所,Niitsu Hokenjo,0250-22-5174,Japanese,"Weekdays 8:30-17:15
Weekends, Holidays 9:00-17:00",950-0920,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,新津保健所,Niitsu Hokenjo,0250-24-7112,Japanese,Emergencies only after hours,950-0921,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,三条保健所,Sanjou Hokenjo,0256-36-2362,Japanese,"Weekdays 8:30-17:15
Weekends, Holidays 9:00-17:00",950-0922,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,三条保健所,Sanjou Hokenjo,0256-36-2330,,Emergencies only after hours,950-0923,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,長岡保健所,Nagaoka Hokenjo,0258-33-4932,Japanese,"Weekdays 8:30-17:15
Weekends, Holidays 9:00-17:00",950-0924,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,長岡保健所,Nagaoka Hokenjo,0258-38-2501,,Emergencies only after hours,950-0925,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,魚沼保健所,Uonuma Hokenjo,025-792-8612,Japanese,"Weekdays 8:30-17:15
Weekends, Holidays 9:00-17:00",950-0926,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,魚沼保健所,Uonuma Hokenjo,025-792-1311,,Emergencies only after hours,950-0927,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,南魚沼保健所,Minamiuonuma Hokenjo,025-772-8142,Japanese,"Weekdays 8:30-17:15
Weekends, Holidays 9:00-17:00",950-0928,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,南魚沼保健所,Minamiuonuma Hokenjo,025-772-2600,,Emergencies only after hours,950-0929,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,十日町保健所,Tookamachi Hokenjo,025-757-2401,Japanese,"Weekdays 8:30-17:15
Weekends 9:00-17:00",950-0930,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,十日町保健所,Tookamachi Hokenjo,025-757-6346,,Emergencies only after hours,950-0931,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,柏崎保健所,Kashiwazaki Hokenjo,0257-22-4112,Japanese,"Weekdays 8:30-17:15
Weekends 9:00-17:00",950-0932,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,柏崎保健所,Kashiwazaki Hokenjo,0257-21-6226,,Emergencies only after hours,950-0933,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,上越保健所,Jouetsu Hokenjo,025-524-6134,Japanese,"Weekdays 8:30-17:15
Weekends 9:00-17:00",950-0934,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,上越保健所,Jouetsu Hokenjo,025-526-9317,,Emergencies only after hours,950-0935,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,糸魚川保健所,Itoigawa Hokenjo,025-553-1933,Japanese,"Weekdays 8:30-17:15
Weekends 9:00-17:00",950-0936,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,糸魚川保健所,Itoigawa Hokenjo,025-552-0611,,Emergencies only after hours,950-0937,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,佐渡保健所,Sado Hokenjo,0259-74-3403,Japanese,"Weekdays 8:30-17:15
Weekends 9:00-17:00",950-0938,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,佐渡保健所,Sado Hokenjo,0259-74-3312,,Emergencies only after hours,950-0939,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,"新潟県福祉保健部
健康対策課",Niigata Ken Fukushi Hoken Bu Kenkou Taisaku Ka,025-280-5200,Japanese,"Weekdays 8:30-17:15
Weekends 9:00-17:00",950-0940,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
新潟県,Niigata,"新潟県福祉保健部
健康対策課",Niigata Ken Fukushi Hoken Bu Kenkou Taisaku Ka,025-285-5511,Japanese,Emergencies only after hours,950-0941,新潟市中央区紫竹山3丁目3番11号,https://www.pref.niigata.lg.jp/sec/kenko/corona-center.html,
富山県,Toyama,富山市保健所,Toyama Shi Hokenjo,076-428-1152,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",939-8588,富山県富山市蜷川459-1,http://www.pref.toyama.jp/cms_sec/1205/kj00021473.html,
富山県,Toyama,新川厚生センター,Niikawa Kousei Senta-,0765-52-2647,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",939-8589,富山県富山市蜷川459-2,http://www.pref.toyama.jp/cms_sec/1205/kj00021473.html,
富山県,Toyama,新川厚生センター魚津支所,Niikawa Kousei Senta-,0765-24-0359,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",939-8590,富山県富山市蜷川459-3,http://www.pref.toyama.jp/cms_sec/1205/kj00021473.html,
富山県,Toyama,中部厚生センター,Chuubu Kousei Senta-,076-472-0637,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",939-8591,富山県富山市蜷川459-4,http://www.pref.toyama.jp/cms_sec/1205/kj00021473.html,
富山県,Toyama,高岡厚生センター,Takaoka Kousei Senta-,0766-26-8414,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",939-8592,富山県富山市蜷川459-5,http://www.pref.toyama.jp/cms_sec/1205/kj00021473.html,
富山県,Toyama,高岡厚生センター射水支所,Takaoka Kousei Senta,0766-56-2666,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",939-8593,富山県富山市蜷川459-6,http://www.pref.toyama.jp/cms_sec/1205/kj00021473.html,
富山県,Toyama,高岡厚生センター氷見支所,Takaoka Kousei Senta,0766-74-1780,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",939-8594,富山県富山市蜷川459-7,http://www.pref.toyama.jp/cms_sec/1205/kj00021473.html,
富山県,Toyama,砺波厚生センター,Tonami Kousei Senta,0763-22-3512,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",939-8595,富山県富山市蜷川459-8,http://www.pref.toyama.jp/cms_sec/1205/kj00021473.html,
富山県,Toyama,砺波厚生センター小矢部支所,Tonami Kousei Senta,0766-67-1070,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",939-8596,富山県富山市蜷川459-9,http://www.pref.toyama.jp/cms_sec/1205/kj00021473.html,
富山県,Toyama,富山市保健所,Toyama Shi Hokenjo,076-428-1152,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",939-8597,富山県富山市蜷川459-10,http://www.pref.toyama.jp/cms_sec/1205/kj00021473.html,
石川県,Ishikawa,石川県健康福祉部健康推進課,Ishikawa Ken Kenkou Fukushi Bu Kenkou Suishin Ka,076-225-1670,Japanese,Every day 24 hours,920-8580,石川県金沢市鞍月1丁目1番地,https://www.pref.ishikawa.lg.jp/kansen/corona.html,
石川県,Ishikawa,南加賀保健福祉センター,Minami Kaga Hoken Fukushi Senta-,0761-22-0796,Japanese,Every day 24 hours,920-8581,石川県金沢市鞍月1丁目1番地,https://www.pref.ishikawa.lg.jp/kansen/corona.html,
石川県,Ishikawa,石川中央保健福祉センター,Ishikawa Chuuou Hoken Fukushi Senta-,076-275-2250,Japanese,Every day 24 hours,920-8582,石川県金沢市鞍月1丁目1番地,https://www.pref.ishikawa.lg.jp/kansen/corona.html,
石川県,Ishikawa,能登中部保健福祉センター,Noto Chuubu Hoken Fukushi Senta-,0767-53-2482,Japanese,Every day 24 hours,920-8583,石川県金沢市鞍月1丁目1番地,https://www.pref.ishikawa.lg.jp/kansen/corona.html,
石川県,Ishikawa,能登北部保健福祉センター,Noto Hokubu Hoken Fukushi Senta-,0768-22-2011,Japanese,Every day 24 hours,920-8584,石川県金沢市鞍月1丁目1番地,https://www.pref.ishikawa.lg.jp/kansen/corona.html,
石川県,Ishikawa,金沢市保健所,Kanazawa Shi Hokenjo,076-234-5106,Japanese,Every day 24 hours,920-8585,石川県金沢市鞍月1丁目1番地,https://www.pref.ishikawa.lg.jp/kansen/corona.html,
福井県,Fukui,福井市保健所保健予防室,Fukui Shi Hokenjo Hoken Yobou Shitsu,0776-33-5184,Japanese,Weekdays 8:30-17:15,918-8004,福井市西木田2丁目8番8号,https://www.pref.fukui.lg.jp/doc/kenkou/kansensyo-yobousessyu/corona-denwa.html,
福井県,Fukui,福井健康福祉センター,Fukui Kenkou Fukushi Senta-,0776-60-1125,Japanese,Weekdays 8:30-17:15,918-8005,福井市西木田2丁目8番8号,https://www.pref.fukui.lg.jp/doc/kenkou/kansensyo-yobousessyu/corona-denwa.html,
福井県,Fukui,福井健康福祉センター,Fukui Kenkou Fukushi Senta-,0776-36-3429,Japanese,Weekdays 8:30-17:15,918-8006,福井市西木田2丁目8番8号,https://www.pref.fukui.lg.jp/doc/kenkou/kansensyo-yobousessyu/corona-denwa.html,
福井県,Fukui,坂井健康福祉センター,Sakai Kenkou Fukushi Senta-,0776-73-0600,Japanese,Weekdays 8:30-17:15,918-8007,福井市西木田2丁目8番8号,https://www.pref.fukui.lg.jp/doc/kenkou/kansensyo-yobousessyu/corona-denwa.html,
福井県,Fukui,坂井健康福祉センター,Sakai Kenkou Fukushi Senta-,0776-73-0626,Japanese,Weekdays 8:30-17:15,918-8008,福井市西木田2丁目8番8号,https://www.pref.fukui.lg.jp/doc/kenkou/kansensyo-yobousessyu/corona-denwa.html,
福井県,Fukui,奥越健康福祉センター,Okuetsu Kenkou Fukushi Senta-,0779-66-2076,Japanese,Weekdays 8:30-17:15,918-8009,福井市西木田2丁目8番8号,https://www.pref.fukui.lg.jp/doc/kenkou/kansensyo-yobousessyu/corona-denwa.html,
福井県,Fukui,奥越健康福祉センター,Okuetsu Kenkou Fukushi Senta-,0779-64-5774,Japanese,Weekdays 8:30-17:15,918-8010,福井市西木田2丁目8番8号,https://www.pref.fukui.lg.jp/doc/kenkou/kansensyo-yobousessyu/corona-denwa.html,
福井県,Fukui,丹南健康福祉センター,Tan'nan Kenkou Fukushi Senta-,0778-51-0034,Japanese,Weekdays 8:30-17:15,918-8011,福井市西木田2丁目8番8号,https://www.pref.fukui.lg.jp/doc/kenkou/kansensyo-yobousessyu/corona-denwa.html,
福井県,Fukui,二州健康福祉センター,Ni Shuu Kenkou Fukushi Senta-,0770-22-3747,Japanese,Weekdays 8:30-17:15,918-8012,福井市西木田2丁目8番8号,https://www.pref.fukui.lg.jp/doc/kenkou/kansensyo-yobousessyu/corona-denwa.html,
福井県,Fukui,二州健康福祉センター,Ni Shuu Kenkou Fukushi Senta-,0770-22-3735,Japanese,Weekdays 8:30-17:15,918-8013,福井市西木田2丁目8番8号,https://www.pref.fukui.lg.jp/doc/kenkou/kansensyo-yobousessyu/corona-denwa.html,
福井県,Fukui,若狭健康福祉センター,Wakasa Kenkou Fukushi Senta-,0770-52-1300,Japanese,Weekdays 8:30-17:15,918-8014,福井市西木田2丁目8番8号,https://www.pref.fukui.lg.jp/doc/kenkou/kansensyo-yobousessyu/corona-denwa.html,
福井県,Fukui,若狭健康福祉センター,Wakasa Kenkou Fukushi Senta-,0770-52-1483,Japanese,Weekdays 8:30-17:15,918-8015,福井市西木田2丁目8番8号,https://www.pref.fukui.lg.jp/doc/kenkou/kansensyo-yobousessyu/corona-denwa.html,
山梨県,Yamanashi,甲府市保健所,Koufu Shi Hokenjo,055-237-8952,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",400-8501,山梨県甲府市丸の内1-6-1,https://www.pref.yamanashi.jp/koucho/coronavirus/info_coronavirus.html,
山梨県,Yamanashi,中北保健所,Nakakita Hokenjo,0551-23-3074,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",400-8501,山梨県甲府市丸の内1-6-2,https://www.pref.yamanashi.jp/koucho/coronavirus/info_coronavirus.html,
山梨県,Yamanashi,峡東保健所,Kyoutou Hokenjo,0553-20-2752,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",400-8501,山梨県甲府市丸の内1-6-3,https://www.pref.yamanashi.jp/koucho/coronavirus/info_coronavirus.html,
山梨県,Yamanashi,峡南保健所,Kyounan Hokenjo,0556-22-8158,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",400-8501,山梨県甲府市丸の内1-6-4,https://www.pref.yamanashi.jp/koucho/coronavirus/info_coronavirus.html,
山梨県,Yamanashi,富士・東部保健所,Fuji ・ Toubu Hokenjo,0555-24-9035,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",400-8501,山梨県甲府市丸の内1-6-5,https://www.pref.yamanashi.jp/koucho/coronavirus/info_coronavirus.html,
長野県,Nagano,長野市保健所,Nagano Shi Hokenjo,026-226-9964,Japanese,Weekdays 8:30-17:15,380-8570,長野県長野市大字南長野字幅下692-2,https://www.pref.nagano.lg.jp/hoken-shippei/kenko/kenko/kansensho/joho/corona-soudan.html#soudan,
長野県,Nagano,長野市保健所,Nagano Shi Hokenjo,026-226-4911,Japanese,"Weekends, Holidays 17:15-8:30",380-8571,長野県長野市大字南長野字幅下692-3,https://www.pref.nagano.lg.jp/hoken-shippei/kenko/kenko/kansensho/joho/corona-soudan.html#soudan,
長野県,Nagano,佐久保健福祉事務所,Sakubo Hoken Fukushi Jimusho,0267-63-3164,Japanese,Every day 24 hours,380-8572,長野県長野市大字南長野字幅下692-4,https://www.pref.nagano.lg.jp/hoken-shippei/kenko/kenko/kansensho/joho/corona-soudan.html#soudan,
長野県,Nagano,上田保健福祉事務所,Ueda Hoken Fukushi Jimusho,0268-25-7135,Japanese,Every day 24 hours,380-8574,長野県長野市大字南長野字幅下692-6,https://www.pref.nagano.lg.jp/hoken-shippei/kenko/kenko/kansensho/joho/corona-soudan.html#soudan,
長野県,Nagano,諏訪保健福祉事務所,Suwa Hoken Fukushi Jimusho,0266-57-2927,Japanese,Every day 24 hours,380-8576,長野県長野市大字南長野字幅下692-8,https://www.pref.nagano.lg.jp/hoken-shippei/kenko/kenko/kansensho/joho/corona-soudan.html#soudan,
長野県,Nagano,伊那保健福祉事務所,Ina Hoken Fukushi Jimusho,0265-76-6837,Japanese,Every day 24 hours,380-8578,長野県長野市大字南長野字幅下692-10,https://www.pref.nagano.lg.jp/hoken-shippei/kenko/kenko/kansensho/joho/corona-soudan.html#soudan,
長野県,Nagano,飯田保健福祉事務所,Iida Hoken Fukushi Jimusho,0265-53-0435,Japanese,Every day 24 hours,380-8580,長野県長野市大字南長野字幅下692-12,https://www.pref.nagano.lg.jp/hoken-shippei/kenko/kenko/kansensho/joho/corona-soudan.html#soudan,
長野県,Nagano,木曽保健福祉事務所,Kiso Hoken Fukushi Jimusho,0264-25-2233,Japanese,Every day 24 hours,380-8582,長野県長野市大字南長野字幅下692-14,https://www.pref.nagano.lg.jp/hoken-shippei/kenko/kenko/kansensho/joho/corona-soudan.html#soudan,
長野県,Nagano,松本保健福祉事務所,Matsumoto Hoken Fukushi Jimusho,0263-40-1939,Japanese,Every day 24 hours,380-8584,長野県長野市大字南長野字幅下692-16,https://www.pref.nagano.lg.jp/hoken-shippei/kenko/kenko/kansensho/joho/corona-soudan.html#soudan,
長野県,Nagano,大町保健福祉事務所,Oomachi Hoken Fukushi Jimusho,0261-23-6560,Japanese,Every day 24 hours,380-8586,長野県長野市大字南長野字幅下692-18,https://www.pref.nagano.lg.jp/hoken-shippei/kenko/kenko/kansensho/joho/corona-soudan.html#soudan,
長野県,Nagano,長野保健福祉事務所,Nagano Hoken Fukushi Jimusho,026-225-9039,Japanese,Every day 24 hours,380-8588,長野県長野市大字南長野字幅下692-20,https://www.pref.nagano.lg.jp/hoken-shippei/kenko/kenko/kansensho/joho/corona-soudan.html#soudan,
長野県,Nagano,北信保健福祉事務所,Hokushin Hoken Fukushi Jimusho,0269-62-6104,Japanese,Every day 24 hours,380-8590,長野県長野市大字南長野字幅下692-22,https://www.pref.nagano.lg.jp/hoken-shippei/kenko/kenko/kansensho/joho/corona-soudan.html#soudan,
岐阜県,Gifu,岐阜保健所,Gifu Hokenjo,058-380-3004,Japanese,Weekdays 8:30-17:15,504-0838,各務原市那加不動丘1-1,https://www.pref.gifu.lg.jp/kinkyu-juyo-joho/shingata_corona.data/kikokusya_sessyokusyasoudan_2_6.pdf,
